ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
30439,A025406,3000843,ZW10413,MOG0095,2021JJ00,562.0,417.0,143.0,35.3,80.9,4.3,7.0
30440,A025406,3000843,ZW10413,MBG0095,2012JJ00,538.0,374.0,167.0,40.8,83.6,13.8,10.4
30441,A025406,3000843,ZW10413,MBG0095,2015JJ00,593.0,429.0,166.0,43.6,77.5,9.2,22.0
30442,A025406,3000843,ZW10413,MBG0095,2018JJ00,587.0,422.0,168.0,39.1,84.7,8.6,14.1
30443,A025406,3000843,ZW10413,MBG0095,2021JJ00,595.0,447.0,151.0,38.9,87.5,8.2,12.8
30444,A025406,3000843,ZW10414,MW00000,2012JJ00,535.0,381.0,155.0,37.7,82.8,8.0,9.2
30445,A025406,3000843,ZW10414,MW00000,2015JJ00,593.0,447.0,146.0,42.9,69.2,3.4,27.4
30446,A025406,3000843,ZW10414,MW00000,2018JJ00,590.0,443.0,147.0,39.2,77.4,2.5,20.1
30447,A025406,3000843,ZW10414,MW00000,2021JJ00,599.0,466.0,132.0,35.7,86.9,4.6,8.5
30448,A025406,3000843,ZW10414,MOG0095,2012JJ00,519.0,366.0,150.0,36.0,79.0,5.9,6.9
30449,A025406,3000843,ZW10414,MOG0095,2015JJ00,576.0,431.0,142.0,41.2,64.3,2.1,23.1
30450,A025406,3000843,ZW10414,MOG0095,2018JJ00,571.0,424.0,144.0,37.7,72.8,1.3,16.3
30451,A025406,3000843,ZW10414,MOG0095,2021JJ00,576.0,444.0,129.0,33.7,82.9,2.9,5.9
30452,A025406,3000843,ZW10414,MBG0095,2012JJ00,551.0,395.0,159.0,39.4,85.9,10.8,12.2
30453,A025406,3000843,ZW10414,MBG0095,2015JJ00,610.0,463.0,150.0,44.5,73.6,5.4,32.2
30454,A025406,3000843,ZW10414,MBG0095,2018JJ00,609.0,461.0,151.0,40.8,81.4,4.6,24.6
30455,A025406,3000843,ZW10414,MBG0095,2021JJ00,621.0,488.0,136.0,37.8,90.1,7.2,12.1
30456,A025406,3000843,ZW10415,MW00000,2012JJ00,658.0,496.0,162.0,41.2,73.7,8.5,17.7
30457,A025406,3000843,ZW10415,MW00000,2015JJ00,712.0,560.0,152.0,45.4,64.9,5.5,29.6
30458,A025406,3000843,ZW10415,MW00000,2018JJ00,719.0,564.0,155.0,44.4,71.8,5.1,23.2
30459,A025406,3000843,ZW10415,MW00000,2021JJ00,692.0,560.0,132.0,40.3,78.6,7.3,14.1
30460,A025406,3000843,ZW10415,MOG0095,2012JJ00,638.0,477.0,158.0,39.3,69.9,6.6,14.7
30461,A025406,3000843,ZW10415,MOG0095,2015JJ00,691.0,540.0,149.0,43.3,60.8,4.0,25.9
30462,A025406,3000843,ZW10415,MOG0095,2018JJ00,693.0,539.0,151.0,42.2,67.5,3.5,19.5
30463,A025406,3000843,ZW10415,MOG0095,2021JJ00,668.0,537.0,128.0,38.1,74.4,5.2,11.0
30464,A025406,3000843,ZW10415,MBG0095,2012JJ00,678.0,515.0,166.0,43.0,77.2,10.9,21.2
30465,A025406,3000843,ZW10415,MBG0095,2015JJ00,732.0,579.0,156.0,47.6,68.8,7.6,33.5
30466,A025406,3000843,ZW10415,MBG0095,2018JJ00,745.0,588.0,159.0,46.5,75.7,7.2,27.3
30467,A025406,3000843,ZW10415,MBG0095,2021JJ00,716.0,584.0,135.0,42.6,82.3,10.2,17.8
30468,A025406,3000843,ZW10270,MW00000,2012JJ00,577.0,396.0,181.0,36.8,77.3,12.9,9.8
30469,A025406,3000843,ZW10270,MW00000,2015JJ00,637.0,463.0,174.0,39.6,66.1,7.2,26.7
30470,A025406,3000843,ZW10270,MW00000,2018JJ00,642.0,467.0,175.0,36.1,77.0,7.5,15.5
30471,A025406,3000843,ZW10270,MW00000,2021JJ00,638.0,481.0,158.0,33.5,83.3,7.8,8.9
30472,A025406,3000843,ZW10270,MOG0095,2012JJ00,567.0,387.0,178.0,35.7,74.9,11.3,8.3
30473,A025406,3000843,ZW10270,MOG0095,2015JJ00,625.0,452.0,171.0,38.6,63.1,5.8,24.0
30474,A025406,3000843,ZW10270,MOG0095,2018JJ00,630.0,455.0,172.0,35.2,74.4,6.1,13.4
30475,A025406,3000843,ZW10270,MOG0095,2021JJ00,625.0,468.0,155.0,32.5,80.6,6.3,7.1
30476,A025406,3000843,ZW10270,MBG0095,2012JJ00,587.0,405.0,184.0,37.9,79.4,14.7,11.6
30477,A025406,3000843,ZW10270,MBG0095,2015JJ00,649.0,474.0,177.0,40.5,68.9,8.9,29.5
30478,A025406,3000843,ZW10270,MBG0095,2018JJ00,654.0,478.0,177.0,37.0,79.4,9.2,17.8
30479,A025406,3000843,ZW10270,MBG0095,2021JJ00,652.0,493.0,161.0,34.6,85.7,9.7,11.1
30480,A025406,3000843,ZW10280,MW00000,2012JJ00,531.0,378.0,152.0,40.7,82.7,8.1,9.3
30481,A025406,3000843,ZW10280,MW00000,2015JJ00,583.0,434.0,149.0,44.7,75.9,5.2,18.9
30482,A025406,3000843,ZW10280,MW00000,2018JJ00,574.0,421.0,153.0,41.2,80.1,5.3,14.6
30483,A025406,3000843,ZW10280,MW00000,2021JJ00,586.0,454.0,132.0,39.5,84.3,5.7,10.0
30484,A025406,3000843,ZW10280,MOG0095,2012JJ00,522.0,370.0,150.0,39.6,80.8,7.0,7.9
30485,A025406,3000843,ZW10280,MOG0095,2015JJ00,573.0,424.0,147.0,43.5,73.7,4.3,17.0
30486,A025406,3000843,ZW10280,MOG0095,2018JJ00,562.0,409.0,151.0,40.1,77.8,4.2,12.7
30487,A025406,3000843,ZW10280,MOG0095,2021JJ00,573.0,442.0,129.0,38.1,81.9,4.5,8.2
30488,A025406,3000843,ZW10280,MBG0095,2012JJ00,539.0,386.0,155.0,41.8,84.4,9.3,10.8
30489,A025406,3000843,ZW10280,MBG0095,2015JJ00,593.0,443.0,151.0,45.8,78.0,6.3,21.0
30490,A025406,3000843,ZW10280,MBG0095,2018JJ00,586.0,432.0,156.0,42.3,82.3,6.6,16.8
30491,A025406,3000843,ZW10280,MBG0095,2021JJ00,599.0,467.0,134.0,40.9,86.4,7.2,12.1
30492,A025406,3000843,T001100,MW00000,2012JJ00,551.0,386.0,165.0,39.0,80.3,10.2,9.5
30493,A025406,3000843,T001100,MW00000,2015JJ00,605.0,445.0,159.0,42.6,71.9,6.0,22.1
30494,A025406,3000843,T001100,MW00000,2018JJ00,604.0,441.0,163.0,39.0,78.8,6.3,15.0
30495,A025406,3000843,T001100,MW00000,2021JJ00,609.0,466.0,143.0,36.8,83.8,6.7,9.5
30496,A025406,3000843,T001100,MOG0095,2012JJ00,544.0,380.0,163.0,38.2,78.9,9.2,8.5
30497,A025406,3000843,T001100,MOG0095,2015JJ00,597.0,438.0,157.0,41.8,70.2,5.2,20.5
30498,A025406,3000843,T001100,MOG0095,2018JJ00,595.0,433.0,161.0,38.2,77.0,5.4,13.6
30499,A025406,3000843,T001100,MOG0095,2021JJ00,600.0,457.0,141.0,35.9,82.1,5.7,8.2
30500,A025406,3000843,T001100,MBG0095,2012JJ00,557.0,392.0,167.0,39.8,81.7,11.2,10.6
30501,A025406,3000843,T001100,MBG0095,2015JJ00,612.0,453.0,161.0,43.4,73.7,6.9,23.7
30502,A025406,3000843,T001100,MBG0095,2018JJ00,612.0,449.0,164.0,39.7,80.4,7.3,16.5
30503,A025406,3000843,T001100,MBG0095,2021JJ00,619.0,475.0,145.0,37.8,85.5,7.8,11.0
30504,A025406,3000843,ZW10290,MW00000,2012JJ00,604.0,411.0,193.0,35.2,73.0,15.4,11.6
30505,A025406,3000843,ZW10290,MW00000,2015JJ00,668.0,485.0,183.0,38.6,63.2,7.8,29.0
30506,A025406,3000843,ZW10290,MW00000,2018JJ00,664.0,481.0,183.0,35.6,74.4,8.2,17.4
30507,A025406,3000843,ZW10290,MW00000,2021JJ00,667.0,500.0,166.0,32.4,82.1,9.6,8.3
30508,A025406,3000843,ZW10290,MOG0095,2012JJ00,592.0,400.0,190.0,34.1,70.1,13.4,9.7
30509,A025406,3000843,ZW10290,MOG0095,2015JJ00,654.0,472.0,179.0,37.6,59.7,6.2,25.8
30510,A025406,3000843,ZW10290,MOG0095,2018JJ00,650.0,467.0,181.0,34.6,71.2,6.5,14.9
30511,A025406,3000843,ZW10290,MOG0095,2021JJ00,651.0,485.0,163.0,31.3,78.9,7.6,6.2
30512,A025406,3000843,ZW10290,MBG0095,2012JJ00,615.0,422.0,196.0,36.4,75.7,17.6,13.9
30513,A025406,3000843,ZW10290,MBG0095,2015JJ00,681.0,498.0,186.0,39.6,66.6,9.8,32.4
30514,A025406,3000843,ZW10290,MBG0095,2018JJ00,678.0,494.0,186.0,36.7,77.3,10.2,20.3
30515,A025406,3000843,ZW10290,MBG0095,2021JJ00,683.0,516.0,170.0,33.6,85.0,12.1,10.9
30516,A025406,3000843,ZW10320,MW00000,2012JJ00,,,,,,,
30517,A025406,3000843,ZW10320,MW00000,2015JJ00,,,,,,,
30518,A025406,3000843,ZW10320,MW00000,2018JJ00,,,,,,,
30519,A025406,3000843,ZW10320,MW00000,2021JJ00,,,,,,,
30520,A025406,3000843,ZW10320,MOG0095,2012JJ00,,,,,,,
30521,A025406,3000843,ZW10320,MOG0095,2015JJ00,,,,,,,
30522,A025406,3000843,ZW10320,MOG0095,2018JJ00,,,,,,,
30523,A025406,3000843,ZW10320,MOG0095,2021JJ00,,,,,,,
30524,A025406,3000843,ZW10320,MBG0095,2012JJ00,,,,,,,
30525,A025406,3000843,ZW10320,MBG0095,2015JJ00,,,,,,,
30526,A025406,3000843,ZW10320,MBG0095,2018JJ00,,,,,,,
30527,A025406,3000843,ZW10320,MBG0095,2021JJ00,,,,,,,
30528,A025406,3000843,ZW10300,MW00000,2012JJ00,599.0,400.0,199.0,37.6,75.4,13.7,11.0
30529,A025406,3000843,ZW10300,MW00000,2015JJ00,658.0,463.0,195.0,39.7,64.1,10.5,25.4
30530,A025406,3000843,ZW10300,MW00000,2018JJ00,667.0,475.0,192.0,34.1,69.5,22.8,7.7
30531,A025406,3000843,ZW10300,MW00000,2021JJ00,671.0,490.0,181.0,31.0,88.5,8.2,3.3
30532,A025406,3000843,ZW10300,MOG0095,2012JJ00,561.0,363.0,189.0,29.9,61.5,7.7,3.8
30533,A025406,3000843,ZW10300,MOG0095,2015JJ00,607.0,410.0,181.0,34.0,46.3,4.1,12.7
30534,A025406,3000843,ZW10300,MOG0095,2018JJ00,607.0,416.0,181.0,30.6,51.3,11.2,2.1
30535,A025406,3000843,ZW10300,MOG0095,2021JJ00,608.0,430.0,166.0,27.8,74.2,2.9,0.5
30536,A025406,3000843,ZW10300,MBG0095,2012JJ00,637.0,436.0,210.0,45.3,85.4,23.0,27.8
30537,A025406,3000843,ZW10300,MBG0095,2015JJ00,710.0,516.0,209.0,45.4,78.7,24.5,44.3
30538,A025406,3000843,ZW10300,MBG0095,2018JJ00,726.0,534.0,203.0,37.6,83.1,40.9,24.3
30539,A025406,3000843,ZW10300,MBG0095,2021JJ00,734.0,550.0,196.0,34.2,95.4,20.8,19.6
30540,A025406,3000843,ZW25806,MW00000,2012JJ00,621.0,427.0,195.0,34.8,69.8,17.0,13.3
30541,A025406,3000843,ZW25806,MW00000,2015JJ00,678.0,490.0,188.0,40.1,61.1,8.3,30.6
30542,A025406,3000843,ZW25806,MW00000,2018JJ00,671.0,483.0,188.0,36.7,75.4,7.3,17.4
30543,A025406,3000843,ZW25806,MW00000,2021JJ00,670.0,496.0,174.0,32.5,81.9,9.9,8.2
30544,A025406,3000843,ZW25806,MOG0095,2012JJ00,600.0,406.0,189.0,33.2,64.2,13.2,9.7
30545,A025406,3000843,ZW25806,MOG0095,2015JJ00,654.0,466.0,183.0,38.2,54.5,5.4,24.9
30546,A025406,3000843,ZW25806,MOG0095,2018JJ00,643.0,457.0,182.0,34.8,69.5,4.7,13.0
30547,A025406,3000843,ZW25806,MOG0095,2021JJ00,642.0,469.0,168.0,30.3,75.5,6.6,4.8
30548,A025406,3000843,ZW25806,MBG0095,2012JJ00,643.0,447.0,201.0,36.5,74.9,21.6,17.9
30549,A025406,3000843,ZW25806,MBG0095,2015JJ00,703.0,513.0,194.0,41.9,67.2,12.5,37.1
30550,A025406,3000843,ZW25806,MBG0095,2018JJ00,699.0,510.0,193.0,38.7,80.4,11.0,22.8
30551,A025406,3000843,ZW25806,MBG0095,2021JJ00,698.0,523.0,180.0,34.7,86.8,14.7,13.8
30552,A025406,3000843,ZW25805,MW00000,2012JJ00,593.0,402.0,191.0,35.2,74.3,14.8,10.9
30553,A025406,3000843,ZW25805,MW00000,2015JJ00,665.0,486.0,179.0,37.8,64.0,7.4,28.6
30554,A025406,3000843,ZW25805,MW00000,2018JJ00,661.0,480.0,181.0,35.2,74.2,7.8,18.0
30555,A025406,3000843,ZW25805,MW00000,2021JJ00,666.0,504.0,162.0,32.5,81.5,9.7,8.8
30556,A025406,3000843,ZW25805,MOG0095,2012JJ00,580.0,390.0,187.0,33.7,70.8,12.4,8.6
30557,A025406,3000843,ZW25805,MOG0095,2015JJ00,647.0,469.0,175.0,36.6,59.6,5.5,24.8
30558,A025406,3000843,ZW25805,MOG0095,2018JJ00,644.0,464.0,177.0,34.0,70.2,5.9,14.9
30559,A025406,3000843,ZW25805,MOG0095,2021JJ00,645.0,484.0,157.0,31.0,77.3,7.2,6.3
30560,A025406,3000843,ZW25805,MBG0095,2012JJ00,605.0,414.0,195.0,36.6,77.5,17.6,13.7
30561,A025406,3000843,ZW25805,MBG0095,2015JJ00,682.0,502.0,183.0,39.0,68.1,9.9,32.8
30562,A025406,3000843,ZW25805,MBG0095,2018JJ00,678.0,497.0,184.0,36.5,77.8,10.3,21.6
30563,A025406,3000843,ZW25805,MBG0095,2021JJ00,686.0,524.0,166.0,34.0,85.1,12.9,12.2
30564,A025406,3000843,ZW10340,MW00000,2012JJ00,526.0,374.0,152.0,40.8,83.8,7.7,8.5
30565,A025406,3000843,ZW10340,MW00000,2015JJ00,578.0,429.0,149.0,44.3,75.6,5.2,19.1
30566,A025406,3000843,ZW10340,MW00000,2018JJ00,576.0,423.0,153.0,40.5,80.8,5.4,13.9
30567,A025406,3000843,ZW10340,MW00000,2021JJ00,583.0,450.0,133.0,38.9,84.6,5.3,10.1
30568,A025406,3000843,ZW10340,MOG0095,2012JJ00,518.0,367.0,150.0,39.8,82.1,6.7,7.4
30569,A025406,3000843,ZW10340,MOG0095,2015JJ00,569.0,420.0,147.0,43.3,73.6,4.4,17.3
30570,A025406,3000843,ZW10340,MOG0095,2018JJ00,565.0,413.0,151.0,39.5,78.7,4.4,12.2
30571,A025406,3000843,ZW10340,MOG0095,2021JJ00,572.0,439.0,131.0,37.7,82.5,4.3,8.4
30572,A025406,3000843,ZW10340,MBG0095,2012JJ00,534.0,382.0,154.0,41.8,85.3,8.8,9.8
30573,A025406,3000843,ZW10340,MBG0095,2015JJ00,587.0,437.0,151.0,45.4,77.6,6.3,21.1
30574,A025406,3000843,ZW10340,MBG0095,2018JJ00,587.0,433.0,155.0,41.5,82.7,6.5,15.8
30575,A025406,3000843,ZW10340,MBG0095,2021JJ00,594.0,461.0,135.0,40.1,86.5,6.6,11.9
30576,A025406,3000843,ZW25790,MW00000,2012JJ00,497.0,344.0,153.0,41.5,84.3,8.2,7.5
30577,A025406,3000843,ZW25790,MW00000,2015JJ00,521.0,377.0,144.0,45.6,80.7,4.6,14.7
30578,A025406,3000843,ZW25790,MW00000,2018JJ00,515.0,369.0,146.0,41.5,87.1,4.8,8.0
30579,A025406,3000843,ZW25790,MW00000,2021JJ00,529.0,402.0,128.0,40.4,88.1,4.9,7.0
30580,A025406,3000843,ZW25790,MOG0095,2012JJ00,490.0,337.0,151.0,40.3,82.5,7.1,6.2
30581,A025406,3000843,ZW25790,MOG0095,2015JJ00,512.0,368.0,142.0,44.2,78.4,3.7,12.7
30582,A025406,3000843,ZW25790,MOG0095,2018JJ00,505.0,359.0,144.0,40.3,84.9,3.7,6.4
30583,A025406,3000843,ZW25790,MOG0095,2021JJ00,519.0,391.0,125.0,38.8,85.7,3.7,5.4
30584,A025406,3000843,ZW25790,MBG0095,2012JJ00,505.0,351.0,156.0,42.7,85.9,9.5,8.9
30585,A025406,3000843,ZW25790,MBG0095,2015JJ00,530.0,385.0,146.0,46.9,82.9,5.7,16.8
30586,A025406,3000843,ZW25790,MBG0095,2018JJ00,525.0,378.0,148.0,42.8,89.1,6.3,10.0
30587,A025406,3000843,ZW25790,MBG0095,2021JJ00,540.0,412.0,130.0,41.9,90.1,6.4,9.0
30588,A025406,3000843,ZW25791,MW00000,2012JJ00,594.0,420.0,174.0,36.3,75.1,13.0,11.9
30589,A025406,3000843,ZW25791,MW00000,2015JJ00,650.0,484.0,167.0,40.9,65.6,6.6,27.8
30590,A025406,3000843,ZW25791,MW00000,2018JJ00,638.0,468.0,169.0,37.4,73.5,6.4,20.1
30591,A025406,3000843,ZW25791,MW00000,2021JJ00,659.0,507.0,152.0,33.9,82.8,6.6,10.6
30592,A025406,3000843,ZW25791,MOG0095,2012JJ00,582.0,408.0,170.0,35.0,72.0,10.9,9.7
30593,A025406,3000843,ZW25791,MOG0095,2015JJ00,639.0,472.0,164.0,39.8,62.4,5.2,24.9
30594,A025406,3000843,ZW25791,MOG0095,2018JJ00,624.0,455.0,167.0,36.2,70.5,5.0,17.6
30595,A025406,3000843,ZW25791,MOG0095,2021JJ00,644.0,492.0,149.0,32.7,79.8,5.1,8.4
30596,A025406,3000843,ZW25791,MBG0095,2012JJ00,606.0,432.0,177.0,37.6,78.1,15.4,14.5
30597,A025406,3000843,ZW25791,MBG0095,2015JJ00,662.0,495.0,170.0,41.9,68.7,8.3,30.9
30598,A025406,3000843,ZW25791,MBG0095,2018JJ00,651.0,482.0,172.0,38.5,76.3,8.1,22.9
30599,A025406,3000843,ZW25791,MBG0095,2021JJ00,674.0,522.0,156.0,35.0,85.5,8.6,13.3
30600,A025406,3000843,ZW25792,MW00000,2012JJ00,651.0,465.0,186.0,34.9,76.8,10.6,12.6
30601,A025406,3000843,ZW25792,MW00000,2015JJ00,744.0,558.0,185.0,38.0,60.0,8.7,31.3
30602,A025406,3000843,ZW25792,MW00000,2018JJ00,756.0,565.0,191.0,35.4,67.8,9.9,22.2
30603,A025406,3000843,ZW25792,MW00000,2021JJ00,732.0,563.0,169.0,32.8,73.0,12.3,14.7
30604,A025406,3000843,ZW25792,MOG0095,2012JJ00,631.0,445.0,182.0,33.7,73.0,8.3,10.0
30605,A025406,3000843,ZW25792,MOG0095,2015JJ00,723.0,538.0,181.0,36.5,55.4,6.5,27.1
30606,A025406,3000843,ZW25792,MOG0095,2018JJ00,734.0,543.0,187.0,34.0,63.3,7.5,18.5
30607,A025406,3000843,ZW25792,MOG0095,2021JJ00,705.0,537.0,164.0,30.9,67.7,9.2,10.9
30608,A025406,3000843,ZW25792,MBG0095,2012JJ00,672.0,485.0,190.0,36.1,80.2,13.5,15.7
30609,A025406,3000843,ZW25792,MBG0095,2015JJ00,764.0,578.0,190.0,39.4,64.5,11.6,35.8
30610,A025406,3000843,ZW25792,MBG0095,2018JJ00,778.0,587.0,195.0,36.7,72.1,13.0,26.5
30611,A025406,3000843,ZW25792,MBG0095,2021JJ00,759.0,590.0,173.0,34.7,77.8,16.4,19.4
30612,A025406,3000843,ZW25793,MW00000,2012JJ00,659.0,465.0,194.0,36.1,68.7,19.5,11.8
30613,A025406,3000843,ZW25793,MW00000,2015JJ00,765.0,570.0,195.0,39.1,64.4,8.2,27.4
30614,A025406,3000843,ZW25793,MW00000,2018JJ00,879.0,669.0,210.0,45.2,74.5,0.8,24.7
30615,A025406,3000843,ZW25793,MW00000,2021JJ00,777.0,587.0,190.0,38.0,93.8,,6.2
30616,A025406,3000843,ZW25793,MOG0095,2012JJ00,617.0,425.0,184.0,33.4,59.8,13.4,7.2
30617,A025406,3000843,ZW25793,MOG0095,2015JJ00,676.0,487.0,179.0,31.7,44.0,2.0,13.2
30618,A025406,3000843,ZW25793,MOG0095,2018JJ00,693.0,500.0,180.0,32.3,46.8,0.2,8.7
30619,A025406,3000843,ZW25793,MOG0095,2021JJ00,590.0,409.0,164.0,31.6,67.2,,0.9
30620,A025406,3000843,ZW25793,MBG0095,2012JJ00,700.0,504.0,204.0,38.9,76.3,27.5,18.9
30621,A025406,3000843,ZW25793,MBG0095,2015JJ00,855.0,653.0,211.0,46.5,80.7,27.7,48.3
30622,A025406,3000843,ZW25793,MBG0095,2018JJ00,1066.0,839.0,240.0,58.2,90.7,3.4,52.9
30623,A025406,3000843,ZW25793,MBG0095,2021JJ00,964.0,765.0,215.0,44.4,99.1,,32.8
30624,A025406,3000844,2060100,MW00000,2012JJ00,493.0,332.0,161.0,34.1,89.2,7.6,3.2
30625,A025406,3000844,2060100,MW00000,2015JJ00,544.0,382.0,162.0,37.7,83.6,8.2,8.2
30626,A025406,3000844,2060100,MW00000,2018JJ00,541.0,377.0,164.0,35.9,84.9,6.3,8.8
30627,A025406,3000844,2060100,MW00000,2021JJ00,550.0,402.0,147.0,33.6,85.0,5.5,9.5
30628,A025406,3000844,2060100,MOG0095,2012JJ00,486.0,325.0,159.0,33.3,87.4,6.3,2.3
30629,A025406,3000844,2060100,MOG0095,2015JJ00,535.0,374.0,159.0,36.9,81.3,6.8,6.6
30630,A025406,3000844,2060100,MOG0095,2018JJ00,532.0,369.0,162.0,35.1,82.6,5.0,7.1
30631,A025406,3000844,2060100,MOG0095,2021JJ00,539.0,392.0,144.0,32.6,82.3,4.2,7.5
30632,A025406,3000844,2060100,MBG0095,2012JJ00,500.0,338.0,164.0,34.8,90.8,9.1,4.5
30633,A025406,3000844,2060100,MBG0095,2015JJ00,552.0,390.0,164.0,38.6,85.7,9.8,10.1
30634,A025406,3000844,2060100,MBG0095,2018JJ00,550.0,385.0,167.0,36.7,87.0,7.9,10.7
30635,A025406,3000844,2060100,MBG0095,2021JJ00,560.0,412.0,151.0,34.6,87.3,7.3,11.8
30636,A025406,3000844,2060110,MW00000,2012JJ00,583.0,407.0,176.0,34.0,78.7,13.6,7.8
30637,A025406,3000844,2060110,MW00000,2015JJ00,630.0,460.0,171.0,36.3,69.6,9.6,20.8
30638,A025406,3000844,2060110,MW00000,2018JJ00,657.0,487.0,170.0,36.6,70.3,7.3,22.5
30639,A025406,3000844,2060110,MW00000,2021JJ00,674.0,524.0,150.0,33.5,63.4,9.2,27.5
30640,A025406,3000844,2060110,MOG0095,2012JJ00,571.0,396.0,172.0,33.0,75.6,11.4,6.0
30641,A025406,3000844,2060110,MOG0095,2015JJ00,618.0,448.0,167.0,35.4,66.1,7.6,17.9
30642,A025406,3000844,2060110,MOG0095,2018JJ00,642.0,473.0,166.0,35.4,66.6,5.5,19.4
30643,A025406,3000844,2060110,MOG0095,2021JJ00,657.0,508.0,146.0,32.1,58.8,6.8,23.5
30644,A025406,3000844,2060110,MBG0095,2012JJ00,595.0,418.0,180.0,35.0,81.5,16.1,10.1
30645,A025406,3000844,2060110,MBG0095,2015JJ00,643.0,471.0,174.0,37.3,73.0,11.9,24.1
30646,A025406,3000844,2060110,MBG0095,2018JJ00,672.0,501.0,173.0,37.7,73.7,9.5,25.9
30647,A025406,3000844,2060110,MBG0095,2021JJ00,692.0,540.0,155.0,34.9,67.7,12.3,31.8
30648,A025406,3000844,2060120,MW00000,2012JJ00,644.0,461.0,183.0,35.1,70.7,15.6,13.7
30649,A025406,3000844,2060120,MW00000,2015JJ00,717.0,539.0,178.0,36.1,64.4,12.7,22.9
30650,A025406,3000844,2060120,MW00000,2018JJ00,717.0,551.0,167.0,37.7,70.6,5.6,23.8
30651,A025406,3000844,2060120,MW00000,2021JJ00,808.0,649.0,159.0,34.9,63.2,9.3,27.5
30652,A025406,3000844,2060120,MOG0095,2012JJ00,626.0,443.0,177.0,33.3,65.5,12.1,10.3
30653,A025406,3000844,2060120,MOG0095,2015JJ00,695.0,519.0,173.0,34.7,59.1,9.6,18.6
30654,A025406,3000844,2060120,MOG0095,2018JJ00,688.0,523.0,162.0,35.7,64.8,3.5,19.0
30655,A025406,3000844,2060120,MOG0095,2021JJ00,778.0,620.0,151.0,32.5,56.2,6.0,21.5
30656,A025406,3000844,2060120,MBG0095,2012JJ00,662.0,479.0,188.0,37.0,75.4,19.8,18.0
30657,A025406,3000844,2060120,MBG0095,2015JJ00,738.0,559.0,183.0,37.6,69.4,16.7,27.7
30658,A025406,3000844,2060120,MBG0095,2018JJ00,746.0,578.0,172.0,39.7,75.8,8.9,29.4
30659,A025406,3000844,2060120,MBG0095,2021JJ00,838.0,678.0,167.0,37.4,69.8,14.1,34.4
30660,A025406,3000844,2060130,MW00000,2012JJ00,785.0,580.0,205.0,33.9,72.8,14.9,12.3
30661,A025406,3000844,2060130,MW00000,2015JJ00,819.0,628.0,190.0,34.8,66.1,10.0,24.0
30662,A025406,3000844,2060130,MW00000,2018JJ00,796.0,619.0,177.0,36.0,67.9,7.7,24.4
30663,A025406,3000844,2060130,MW00000,2021JJ00,771.0,611.0,160.0,34.8,65.6,4.5,29.9
30664,A025406,3000844,2060130,MOG0095,2012JJ00,700.0,493.0,189.0,29.5,57.0,6.5,5.4
30665,A025406,3000844,2060130,MOG0095,2015JJ00,750.0,561.0,178.0,31.2,51.7,4.7,13.4
30666,A025406,3000844,2060130,MOG0095,2018JJ00,712.0,538.0,165.0,31.9,52.4,2.4,13.8
30667,A025406,3000844,2060130,MOG0095,2021JJ00,684.0,527.0,143.0,29.7,49.5,1.0,17.5
30668,A025406,3000844,2060130,MBG0095,2012JJ00,869.0,667.0,222.0,38.4,84.5,30.6,25.5
30669,A025406,3000844,2060130,MBG0095,2015JJ00,887.0,695.0,202.0,38.4,78.0,19.9,39.1
30670,A025406,3000844,2060130,MBG0095,2018JJ00,880.0,701.0,189.0,40.0,80.2,22.1,39.4
30671,A025406,3000844,2060130,MBG0095,2021JJ00,857.0,695.0,177.0,40.0,78.8,17.7,46.2
30672,A025406,3000844,ZW25799,MW00000,2012JJ00,509.0,336.0,173.0,34.0,85.4,9.9,4.7
30673,A025406,3000844,ZW25799,MW00000,2015JJ00,577.0,405.0,172.0,35.6,74.9,14.1,11.0
30674,A025406,3000844,ZW25799,MW00000,2018JJ00,561.0,399.0,162.0,35.9,79.7,10.0,10.3
30675,A025406,3000844,ZW25799,MW00000,2021JJ00,610.0,457.0,153.0,34.2,81.5,2.5,16.1
30676,A025406,3000844,ZW25799,MOG0095,2012JJ00,489.0,319.0,164.0,32.1,80.1,6.8,2.5
30677,A025406,3000844,ZW25799,MOG0095,2015JJ00,550.0,381.0,164.0,33.6,67.5,9.5,6.9
30678,A025406,3000844,ZW25799,MOG0095,2018JJ00,532.0,371.0,155.0,33.7,72.0,6.1,6.0
30679,A025406,3000844,ZW25799,MOG0095,2021JJ00,572.0,420.0,144.0,32.3,72.1,1.1,9.6
30680,A025406,3000844,ZW25799,MBG0095,2012JJ00,529.0,353.0,181.0,35.9,89.5,14.4,8.7
30681,A025406,3000844,ZW25799,MBG0095,2015JJ00,605.0,430.0,179.0,37.6,81.1,20.4,17.1
30682,A025406,3000844,ZW25799,MBG0095,2018JJ00,590.0,427.0,169.0,38.0,85.7,16.1,17.0
30683,A025406,3000844,ZW25799,MBG0095,2021JJ00,649.0,494.0,162.0,36.2,88.2,5.7,25.6
30684,A025406,3000844,ZW10412,MW00000,2012JJ00,536.0,359.0,178.0,32.5,84.0,12.2,3.8
